Num.Fact,Fecha,Id. Cliente,Id. Producto,Unidades,Valores_H
3810000261,6/30/2025,1000066853,4566,-2,"-295,29"
3810000262,6/30/2025,1000078634,4567,-2,"-301,94"
3810000263,7/15/2025,40612,5382,-1,"-946,46"
3810000265,7/23/2025,1000080660,4566,-5,"-531,51"
3810000266,7/24/2025,15196,4566,-2,"-199,01"
3810000268,10/16/2025,10381,4912,-12,"-397,52"
3810000269,10/16/2025,15196,5099,-2,"-533,83"
3810000271,10/17/2025,1000100528,4566,-1,"0,00"
3810000273,10/29/2025,1000081959,3408,-10,"-659,71"
3810000274,10/29/2025,1000081959,5099,-1,"-342,64"
3810000275,11/7/2025,20614,4565,-13,"-1.151,63"
3810000279,11/24/2025,1000100930,4566,-2,"-236,22"
3810000282,12/24/2025,1000100137,4566,-6,"-708,70"
3831000248,1/21/2021,25081,4912,-12,"-349,86"
3831000248,1/31/2021,25081,4912,0,"0,00"
3831000249,1/21/2021,32501,4566,-6,"-661,35"
3831000251,1/21/2021,1000037667,3408,-6,"-345,87"
3831000251,1/31/2021,1000037667,3408,0,"0,00"
3831000253,1/21/2021,1000070295,4566,-2,"-275,57"
3831000253,1/31/2021,1000070295,4566,0,"0,00"
3831000254,1/21/2021,1000073798,4566,-1,"0,00"
3831000254,1/31/2021,1000073798,4566,0,"0,00"
3831000255,1/21/2021,1000073798,4566,-5,"-364,71"
3831000255,1/31/2021,1000073798,4566,0,"0,00"
3831000261,3/16/2021,1000080471,4912,-3,"-180,11"
3831000264,3/25/2021,1000078192,5115,-5,"-1.895,99"
3831000265,4/12/2021,8963,5108,-1,"-516,00"
3831000265,4/12/2021,8963,5115,-3,"-1.309,00"
3831000275,7/7/2021,27995,4911,-6,"-431,81"
3831000275,7/7/2021,27995,4912,-24,"-720,44"
3831000276,7/9/2021,1000070086,4566,-9,"-744,02"
3831000282,9/22/2021,10401,3408,-2,"-171,00"
3831000291,11/18/2021,1000037667,5099,-4,"-1.003,26"
3831000294,12/16/2021,6208,5103,-3,"-2.164,72"
3831000295,12/16/2021,22244,3408,-3,"-256,51"
3831000296,12/20/2021,1000082282,3408,0,"-205,20"
3831000296,12/20/2021,1000082282,4566,0,"-330,67"
3831000302,2/9/2022,1000076197,4566,-6,"-661,35"
3831000306,3/28/2022,1000081769,4912,-12,"-363,80"
3831000307,3/31/2022,11609,4567,-2,"-276,26"
3831000310,4/20/2022,1000056822,4566,-6,"-661,35"
3831000312,4/28/2022,1000067138,3408,-5,"-256,51"
3831000313,5/10/2022,42304,4566,0,"-440,92"
3831000313,5/31/2022,42304,4566,0,"0,00"
3831000314,5/13/2022,1000058223,3408,-3,"-205,20"
3831000314,5/13/2022,1000058223,4566,-2,"-220,46"
3831000314,5/13/2022,1000058223,5115,-1,"-519,45"
3831000315,5/17/2022,15196,4566,-2,"-185,73"
3831000315,5/17/2022,15196,4911,-3,"-272,55"
3831000316,5/30/2022,1000077065,4567,-1,"-172,67"
3831000317,5/30/2022,27724,4566,-1,"-137,78"
3831000319,6/10/2022,1000056822,4911,0,"605,71"
3831000322,7/1/2022,25542,4565,-11,"-909,38"
3831000326,8/5/2022,41947,178,0,"-209,44"
3831000326,8/5/2022,41947,4565,0,"-220,46"
3831000326,8/5/2022,41947,4566,0,"-220,46"
3831000326,8/5/2022,41947,5107,0,"-1.105,69"
3831000326,8/31/2022,41947,4565,0,"0,00"
3831000327,10/7/2022,1000078634,3408,-2,"-171,00"
3831000335,1/12/2023,7649,4566,-5,"-551,13"
3831000335,1/22/2023,7649,4566,0,"0,00"
3831000343,2/28/2023,39031,3408,-5,"-352,31"
3831000346,3/10/2023,6208,5107,-1,"-442,27"
3831000348,3/10/2023,1000070086,4566,-6,"-681,25"
3831000349,3/10/2023,1000082218,5103,-1,"-743,21"
3831000350,4/20/2023,15196,5100,-2,"-433,19"
3831000350,4/20/2023,15196,5115,-3,"-1.241,74"
3831000356,6/19/2023,1000067138,5102,-3,"-1.141,70"
3831000356,6/27/2023,1000067138,5102,0,"0,00"
3831000357,6/27/2023,1000080874,5103,-1,"-842,31"
3831000359,7/31/2023,1954,4911,-12,"-755,86"
3831000361,8/18/2023,23112,5115,-1,"-529,84"
3831000362,8/30/2023,1000100089,3408,-7,"-369,92"
3831000362,8/30/2023,1000100089,4566,-7,"-596,10"
3831000362,8/30/2023,1000100089,4567,-3,"-320,12"
3831000366,10/4/2023,1000081873,4566,-6,"-681,25"
3831000370,11/30/2023,1000077380,5103,-1,"-842,31"
3831000374,12/13/2023,1000066475,4911,-12,"-1.133,79"
3831000375,12/14/2023,1000058783,4566,-15,"0,00"
3910002518,1/4/2024,1818,3408,4,"284,67"
3910002518,1/4/2024,1818,4565,1,"114,67"
3910002518,1/4/2024,1818,4567,1,"146,58"
3910002519,1/4/2024,5787,5099,1,"335,92"
3910002520,1/4/2024,1000080471,3408,6,"384,30"
3910002520,1/4/2024,1000080471,4566,2,"206,42"
3910002520,1/4/2024,1000080471,4567,2,"263,82"
3910002524,1/5/2024,29734,4566,6,"688,04"
3910002525,1/5/2024,33575,4566,3,"430,02"
3910002527,1/5/2024,1000074494,3408,3,"213,49"
3910002527,1/5/2024,1000074494,4566,3,"344,02"
3910002532,1/5/2024,1000100366,5099,1,"335,92"
3910002532,1/5/2024,1000100366,5108,1,"645,36"
3910002534,1/8/2024,17116,3408,11,"587,12"
3910002534,1/8/2024,17116,4567,4,"439,73"
3910002535,1/8/2024,29747,178,1,"111,12"
3910002535,1/8/2024,29747,3408,4,"284,67"
3910002535,1/8/2024,29747,4567,1,"146,58"
3910002537,1/8/2024,1000071342,3408,2,"177,91"
3910002537,1/8/2024,1000071342,4566,1,"143,34"
3910002538,1/8/2024,1000081356,4567,3,"549,66"
3910002541,1/9/2024,21609,5099,1,"335,92"
3910002542,1/9/2024,1000069873,5099,5,"1.427,63"
3910002543,1/9/2024,1000078634,3408,3,"213,49"
3910002543,1/9/2024,1000078634,4567,3,"439,73"
3910002544,1/10/2024,27941,3408,4,"355,82"
3910002546,1/10/2024,1000081356,4566,3,"430,02"
3910002547,1/11/2024,41522,178,2,"222,25"
3910002547,1/11/2024,41522,4566,4,"458,69"
3910002547,1/11/2024,41522,5099,3,"906,99"
3910002549,1/11/2024,1000056822,3408,4,"355,82"
3910002550,1/11/2024,1000066257,4565,5,"573,36"
3910002551,1/11/2024,1000066475,4566,3,"289,92"
3910002552,1/11/2024,1000076211,4912,12,"463,02"
3910002553,1/11/2024,1000077269,4565,2,"186,61"
3910002553,1/11/2024,1000077269,4566,2,"186,61"
3910002554,1/11/2024,1000078634,4911,3,"393,19"
3910002555,1/11/2024,1000080390,5099,3,"906,99"
3910002556,1/11/2024,1000081781,4911,6,"393,19"
3910002556,1/11/2024,1000081781,4912,24,"771,69"
3910002557,1/11/2024,1000081802,4566,1,"143,34"
3910002560,1/12/2024,6360,4912,12,"463,02"
3910002560,1/12/2024,6360,5115,1,"540,43"
3910002561,1/12/2024,8177,3408,15,"800,61"
3910002561,1/12/2024,8177,4566,15,"1.290,07"
3910002562,1/12/2024,18765,3408,3,"213,49"
3910002562,1/12/2024,18765,4566,4,"458,69"
3910002563,1/12/2024,21796,4566,4,"573,36"
3910002564,1/12/2024,28992,4912,12,"463,02"
3910002566,1/12/2024,1000066316,4565,2,"186,61"
3910002566,1/12/2024,1000066316,4566,8,"746,41"
3910002567,1/12/2024,1000080912,4565,2,"229,35"
3910002567,1/12/2024,1000080912,4566,3,"344,02"
3910002569,1/12/2024,1000081769,4911,6,"393,19"
3910002569,1/12/2024,1000081769,4912,12,"385,84"
3910002570,1/12/2024,1000082756,3408,15,"800,61"
3910002571,1/12/2024,1000100448,3408,2,"177,91"
3910002571,1/12/2024,1000100448,4565,1,"143,34"
3910002574,1/15/2024,2432,4911,3,"393,19"
3910002579,1/16/2024,1865,4566,1,"143,34"
3910002579,1/16/2024,1865,4567,1,"183,22"
3910002580,1/16/2024,8757,3408,5,"355,82"
3910002580,1/16/2024,8757,4567,1,"146,58"
3910002580,1/16/2024,8757,4911,12,"943,66"
3910002582,1/16/2024,25307,5099,5,"1.259,67"
3910002585,1/16/2024,1000076997,3408,3,"160,11"
3910002585,1/16/2024,1000076997,4565,6,"516,03"
3910002585,1/16/2024,1000076997,4566,6,"516,03"
3910002586,1/16/2024,1000078192,5099,4,"980,87"
3910002586,1/16/2024,1000078192,5118,3,"1.213,23"
3910002588,1/16/2024,1000082763,4566,4,"458,69"
3910002588,1/16/2024,1000082763,4567,2,"293,15"
3910002589,1/16/2024,1000100256,5099,2,"604,64"
3910002589,1/16/2024,1000100256,5108,1,"580,84"
3910002591,1/17/2024,1954,4566,6,"688,04"
3910002592,1/17/2024,25081,4911,12,"786,38"
3910002593,1/17/2024,1000069873,3408,5,"355,82"
3910002593,1/17/2024,1000069873,4566,1,"114,67"
3910002595,1/17/2024,1000100137,4565,6,"688,04"
3910002596,1/17/2024,1000100265,3408,6,"320,25"
3910002596,1/17/2024,1000100265,4566,9,"774,04"
3910002598,1/18/2024,1908,4566,10,"1.032,06"
3910002602,1/18/2024,37627,3408,6,"426,98"
3910002603,1/18/2024,39685,4565,8,"917,38"
3910002604,1/18/2024,1000061342,4565,5,"573,36"
3910002604,1/18/2024,1000061342,4567,1,"146,58"
3910002606,1/18/2024,1000080024,4566,2,"286,68"
3910002607,1/18/2024,1000081149,4566,6,"688,04"
3910002609,1/19/2024,2424,178,5,"555,65"
3910002610,1/19/2024,11609,3408,2,"177,91"
3910002610,1/19/2024,11609,4567,1,"183,22"
3910002612,1/19/2024,1000069451,3408,4,"256,19"
3910002612,1/19/2024,1000069451,4565,3,"309,60"
3910002612,1/19/2024,1000069451,4566,3,"309,60"
3910002613,1/19/2024,1000082578,5099,6,"1.652,71"
3910002613,1/19/2024,1000082578,5107,2,"1.079,56"
3910002614,1/19/2024,1000100513,4566,14,"1.204,06"
3910002614,1/19/2024,1000100513,4567,1,"109,93"
3910002615,1/22/2024,2309,5099,1,"335,92"
3910002617,1/22/2024,20012,3408,1,"88,96"
3910002617,1/22/2024,20012,4566,2,"286,68"
3910002618,1/22/2024,1000037667,3408,10,"599,74"
3910002618,1/22/2024,1000037667,4566,10,"933,02"
3910002619,1/22/2024,1000066475,4567,1,"122,37"
3910002620,1/22/2024,1000067856,3408,1,"88,96"
3910002620,1/22/2024,1000067856,5103,1,"909,69"
3910002621,1/22/2024,1000075662,4566,2,"286,68"
3910002624,1/23/2024,22540,5108,1,"542,12"
3910002624,1/23/2024,22540,5115,1,"423,87"
3910002627,1/23/2024,1000062631,3408,4,"284,67"
3910002627,1/23/2024,1000062631,4566,3,"344,02"
3910002628,1/23/2024,1000066853,5099,10,"2.687,34"
3910002630,1/24/2024,6208,3408,10,"533,74"
3910002630,1/24/2024,6208,4566,10,"860,05"
3910002631,1/24/2024,7135,4566,2,"286,68"
3910002631,1/24/2024,7135,4911,12,"943,66"
3910002631,1/24/2024,7135,4912,12,"463,02"
3910002632,1/24/2024,10052,3408,6,"320,25"
3910002632,1/24/2024,10052,4566,9,"774,04"
3910002633,1/24/2024,11473,3408,10,"533,74"
3910002633,1/24/2024,11473,4567,5,"549,66"
3910002634,1/24/2024,18747,4912,12,"463,02"
3910002635,1/24/2024,26898,3408,8,"479,67"
3910002636,1/24/2024,35333,5103,3,"2.425,84"
3910002636,1/24/2024,35333,5115,2,"864,69"
3910002637,1/24/2024,41053,5115,3,"1.183,53"
3910002637,1/24/2024,41053,5118,2,"808,83"
3910002643,1/25/2024,15351,3408,4,"284,67"
3910002643,1/25/2024,15351,4567,2,"293,15"
3910002643,1/25/2024,15351,4911,6,"629,10"
3910002643,1/25/2024,15351,5115,5,"2.296,82"
3910002645,1/25/2024,41053,5118,1,"404,40"
3910002646,1/25/2024,1000040157,5099,1,"335,92"
3910002646,1/25/2024,1000040157,5115,1,"540,43"
3910002647,1/25/2024,1000058696,5099,6,"1.713,18"
3910002648,1/25/2024,1000059994,5099,2,"604,64"
3910002648,1/25/2024,1000059994,5100,3,"710,11"
3910002649,1/25/2024,1000077538,3408,2,"142,34"
3910002649,1/25/2024,1000077538,4566,4,"458,69"
3910002649,1/25/2024,1000077538,4911,6,"629,10"
3910002650,1/25/2024,1000079040,3408,1,"88,96"
3910002652,1/25/2024,1000081979,5099,3,"856,59"
3910002652,1/25/2024,1000081979,5115,3,"1.378,08"
3910002653,1/26/2024,2437,3408,1,"88,96"
3910002655,1/26/2024,1000058223,5099,2,"671,83"
3910002656,1/26/2024,1000070961,3408,5,"355,82"
3910002656,1/26/2024,1000070961,4567,1,"146,58"
3910002657,1/26/2024,1000076201,4566,3,"430,02"
3910002657,1/26/2024,1000076201,4567,1,"183,22"
3910002658,1/26/2024,1000080874,5103,1,"909,69"
3910002658,1/26/2024,1000080874,5118,1,"498,60"
3910002659,1/26/2024,1000080927,4566,1,"143,34"
3910002659,1/26/2024,1000080927,5099,1,"335,92"
3910002659,1/26/2024,1000080927,5102,1,"475,14"
3910002660,1/29/2024,2363,3408,10,"640,50"
3910002662,1/29/2024,32000,3408,3,"213,49"
3910002662,1/29/2024,32000,4566,3,"344,02"
3910002662,1/29/2024,32000,4567,1,"146,58"
3910002663,1/29/2024,32501,4565,8,"825,63"
3910002663,1/29/2024,32501,4566,2,"206,42"
3910002663,1/29/2024,32501,4911,9,"707,76"
3910002663,1/29/2024,32501,4912,12,"463,02"
3910002665,1/29/2024,1000077888,5099,3,"856,59"
3910002665,1/29/2024,1000077888,5115,3,"1.378,08"
3910002666,1/29/2024,1000080660,5099,10,"2.754,53"
3910002667,1/30/2024,8963,5099,1,"335,92"
3910002667,1/30/2024,8963,5102,1,"475,14"
3910002668,1/30/2024,28043,4911,12,"943,66"
3910002671,1/30/2024,1000081145,4912,12,"463,02"
3910002672,1/30/2024,1000082648,4912,12,"463,02"
3910002674,1/31/2024,2435,3408,8,"512,39"
3910002674,1/31/2024,2435,4567,2,"263,82"
3910002675,1/31/2024,11577,5099,5,"1.427,63"
3910002676,1/31/2024,24325,3399,1,"159,95"
3910002676,1/31/2024,24325,3408,3,"213,49"
3910002676,1/31/2024,24325,4567,1,"146,58"
3910002678,1/31/2024,29230,4566,15,"1.290,07"
3910002679,1/31/2024,40995,4912,24,"771,69"
3910002681,1/31/2024,1000081149,5099,6,"1.451,15"
3910002681,1/31/2024,1000081149,5115,4,"1.556,44"
3910002681,1/31/2024,1000081149,5116,3,"1.677,76"
3910002682,1/31/2024,1000082742,3408,8,"512,39"
3910002682,1/31/2024,1000082742,4566,2,"206,42"
3910002684,2/1/2024,20614,5103,4,"3.315,31"
3910002685,2/1/2024,1000059424,3408,10,"533,74"
3910002685,2/1/2024,1000059424,4566,5,"430,02"
3910002686,2/1/2024,1000072036,4565,9,"774,04"
3910002686,2/1/2024,1000072036,4566,2,"172,01"
3910002686,2/1/2024,1000072036,4567,4,"439,73"
3910002687,2/2/2024,15196,3408,1,"59,94"
3910002687,2/2/2024,15196,4565,1,"96,62"
3910002687,2/2/2024,15196,5100,3,"662,79"
3910002688,2/2/2024,27995,3408,4,"213,49"
3910002688,2/2/2024,27995,4566,36,"3.096,17"
3910002688,2/2/2024,27995,4567,4,"439,73"
3910002688,2/2/2024,27995,4911,84,"5.504,67"
3910002689,2/2/2024,38027,4566,6,"688,04"
3910002690,2/5/2024,7836,3408,15,"800,61"
3910002691,2/5/2024,26898,5099,10,"2.616,78"
3910002691,2/5/2024,26898,5118,3,"1.396,04"
3910002693,2/5/2024,1000071997,3408,1,"88,96"
3910002694,2/5/2024,1000081549,3408,2,"177,91"
3910002694,2/5/2024,1000081549,4567,1,"183,22"
3910002696,2/6/2024,10381,4911,12,"943,66"
3910002697,2/6/2024,22540,3408,4,"239,90"
3910002697,2/6/2024,22540,4566,2,"186,61"
3910002699,2/6/2024,1000082218,5108,1,"484,03"
3910002700,2/6/2024,1000100304,3408,6,"426,98"
3910002703,2/7/2024,22737,5099,3,"906,99"
3910002705,2/7/2024,1000077462,4565,8,"825,63"
3910002705,2/7/2024,1000077462,4567,2,"263,82"
3910002705,2/7/2024,1000077462,4912,24,"771,69"
3910002706,2/7/2024,1000081959,3408,10,"640,50"
3910002707,2/7/2024,1000082477,3408,2,"142,34"
3910002707,2/7/2024,1000082477,4566,4,"458,69"
3910002708,2/7/2024,1000082742,3408,10,"640,50"
3910002709,2/7/2024,1000100513,5103,2,"1.718,30"
3910002710,2/7/2024,1000100645,4566,13,"1.118,06"
3910002710,2/7/2024,1000100645,4567,2,"219,86"
3910002711,2/8/2024,2426,3408,10,"640,50"
3910002712,2/8/2024,20647,5099,2,"604,64"
3910002713,2/8/2024,25307,5099,5,"1.259,67"
3910002713,2/8/2024,25307,5115,2,"810,62"
3910002714,2/8/2024,1000076117,5099,8,"2.015,50"
3910002714,2/8/2024,1000076117,5115,6,"2.431,90"
3910002715,2/8/2024,1000076197,3408,10,"533,74"
3910002715,2/8/2024,1000076197,4566,5,"430,02"
3910002716,2/8/2024,1000078761,5103,1,"788,39"
3910002717,2/8/2024,1000082565,4566,6,"688,04"
3910002718,2/8/2024,1000100366,5099,1,"335,92"
3910002718,2/8/2024,1000100366,5115,1,"540,43"
3910002722,2/9/2024,20647,5115,2,"972,77"
3910002725,2/9/2024,1000066316,5099,4,"1.053,97"
3910002727,2/9/2024,1000070086,4565,8,"688,04"
3910002727,2/9/2024,1000070086,4567,7,"769,52"
3910002729,2/9/2024,1000100638,5099,3,"906,99"
3910002731,2/14/2024,11516,3408,4,"281,85"
3910002731,2/14/2024,11516,4567,1,"142,27"
3910002732,2/14/2024,28992,3408,3,"266,87"
3910002733,2/14/2024,39031,5103,3,"2.577,44"
3910002734,2/14/2024,1000080522,4567,2,"244,70"
3910002735,2/14/2024,1000081149,5116,1,"559,27"
3910002737,2/15/2024,2406,3408,3,"264,23"
3910002741,2/15/2024,1000080103,3408,10,"640,50"
3910002741,2/15/2024,1000080103,4912,12,"385,84"
3910002742,2/15/2024,1000100528,3408,1,"71,15"
3910002742,2/15/2024,1000100528,4566,4,"458,69"
3910002744,2/16/2024,2372,3408,3,"213,49"
3910002744,2/16/2024,2372,4566,1,"114,67"
3910002744,2/16/2024,2372,4567,1,"146,58"
3910002746,2/16/2024,42287,4912,12,"463,02"
3910002749,2/16/2024,1000081149,5099,8,"1.934,87"
3910002750,2/16/2024,1000100331,4911,6,"550,47"
3910002754,2/19/2024,27400,5103,1,"909,69"
3910002755,2/19/2024,1000037667,3408,5,"299,87"
3910002755,2/19/2024,1000037667,4566,5,"466,51"
3910002756,2/19/2024,1000080390,5099,4,"1.142,11"
3910002756,2/19/2024,1000080390,5103,1,"859,14"
3910002758,2/20/2024,9810,3408,10,"640,50"
3910002758,2/20/2024,9810,4912,12,"463,02"
3910002759,2/20/2024,15196,3408,1,"59,94"
3910002759,2/20/2024,15196,4565,2,"193,24"
3910002760,2/20/2024,20425,3408,5,"355,82"
3910002761,2/20/2024,26898,5118,1,"465,35"
3910002763,2/20/2024,34537,5099,6,"1.612,39"
3910002763,2/20/2024,34537,5115,6,"2.594,05"
3910002764,2/20/2024,39417,4566,4,"373,19"
3910002765,2/20/2024,42054,4566,10,"1.032,06"
3910002766,2/20/2024,1000080702,3408,5,"355,82"
3910002766,2/20/2024,1000080702,4566,1,"114,67"
3910002771,2/21/2024,1000080927,3408,1,"88,96"
3910002771,2/21/2024,1000080927,5099,1,"335,92"
3910002773,2/22/2024,18670,3399,2,"319,87"
3910002773,2/22/2024,18670,4566,4,"458,69"
3910002774,2/22/2024,23817,3408,3,"213,49"
3910002774,2/22/2024,23817,4566,2,"229,35"
3910002775,2/22/2024,26926,4566,15,"1.290,07"
3910002776,2/22/2024,32501,4912,24,"771,69"
3910002778,2/22/2024,1000078761,5382,1,"804,19"
3910002779,2/22/2024,1000082648,3408,4,"284,67"
3910002779,2/22/2024,1000082648,4565,2,"229,35"
3910002780,2/23/2024,2309,4911,6,"471,82"
3910002782,2/23/2024,18747,4911,6,"550,47"
3910002782,2/23/2024,18747,5107,1,"658,27"
3910002783,2/23/2024,24217,3408,2,"177,91"
3910002784,2/23/2024,29747,178,1,"111,12"
3910002784,2/23/2024,29747,3408,4,"284,67"
3910002784,2/23/2024,29747,4567,2,"293,15"
3910002785,2/23/2024,1000066475,4912,12,"524,76"
3910002786,2/23/2024,1000078475,5115,2,"918,73"
3910002786,2/23/2024,1000078475,5119,2,"788,05"
3910002787,2/23/2024,1000100366,5099,1,"335,92"
3910002789,2/26/2024,6360,5099,2,"604,64"
3910002789,2/26/2024,6360,5115,1,"486,39"
3910002791,2/26/2024,26898,3408,6,"359,75"
3910002792,2/26/2024,35333,5099,4,"1.142,11"
3910002793,2/26/2024,1000058696,4566,6,"688,04"
3910002794,2/26/2024,1000078439,3408,4,"284,67"
3910002794,2/26/2024,1000078439,4566,2,"229,35"
3910002795,2/26/2024,1000078762,3408,2,"177,91"
3910002796,2/26/2024,1000080760,4566,1,"143,34"
3910002797,2/26/2024,1000081149,5099,10,"2.418,62"
3910002798,2/26/2024,1000082112,3408,1,"88,96"
3910002800,2/27/2024,2373,5099,6,"1.713,18"
3910002802,2/27/2024,7135,4912,12,"463,02"
3910002803,2/27/2024,15196,3408,2,"119,92"
3910002803,2/27/2024,15196,4566,1,"96,62"
3910002804,2/27/2024,20140,3408,4,"239,90"
3910002807,2/27/2024,41551,178,3,"416,74"
3910002813,2/28/2024,8177,4565,5,"430,02"
3910002814,2/28/2024,38739,4565,6,"688,04"
3910002817,2/28/2024,1000076935,3408,6,"426,98"
3910002819,2/29/2024,23112,3408,2,"142,34"
3910002819,2/29/2024,23112,4566,2,"229,35"
3910002819,2/29/2024,23112,4567,2,"293,15"
3910002820,2/29/2024,26898,4912,48,"1.543,37"
3910002821,2/29/2024,27995,5108,10,"4.517,55"
3910002822,2/29/2024,27995,4565,6,"516,03"
3910002822,2/29/2024,27995,4912,60,"1.929,22"
3910002823,2/29/2024,35333,5115,4,"1.837,43"
3910002825,2/29/2024,1000058696,5099,5,"1.427,63"
3910002827,3/1/2024,15351,5099,10,"2.519,38"
3910002828,3/1/2024,25542,3408,10,"533,74"
3910002828,3/1/2024,25542,4566,5,"430,02"
3910002829,3/1/2024,1000072074,3408,3,"213,49"
3910002829,3/1/2024,1000072074,4566,2,"229,35"
3910002829,3/1/2024,1000072074,4567,1,"146,58"
3910002831,3/1/2024,1000100929,4565,1,"143,34"
3910002831,3/1/2024,1000100929,4566,1,"143,34"
3910002832,3/4/2024,2387,3408,5,"355,82"
3910002833,3/4/2024,9401,4565,5,"573,36"
3910002834,3/4/2024,10052,5103,2,"1.516,15"
3910002836,3/4/2024,1000068599,4912,48,"1.852,03"
3910002838,3/4/2024,1000074494,3408,3,"213,49"
3910002838,3/4/2024,1000074494,4566,2,"229,35"
3910002839,3/4/2024,1000080678,3408,6,"384,30"
3910002839,3/4/2024,1000080678,4566,5,"516,03"
3910002840,3/5/2024,2348,3408,10,"640,50"
3910002842,3/5/2024,2426,4912,12,"463,02"
3910002843,3/5/2024,1000077124,3408,10,"640,50"
3910002844,3/5/2024,1000077538,4566,6,"688,04"
3910002847,3/6/2024,9222,3408,4,"284,67"
3910002847,3/6/2024,9222,4567,2,"293,15"
3910002848,3/6/2024,28043,3408,3,"213,49"
3910002848,3/6/2024,28043,4566,3,"344,02"
3910002850,3/6/2024,1000080927,5102,1,"475,14"
3910002851,3/7/2024,20614,4911,12,"943,66"
3910002851,3/7/2024,20614,4912,12,"463,02"
3910002854,3/7/2024,1000066475,4566,5,"483,21"
3910002855,3/7/2024,1000079934,3408,6,"384,30"
3910002855,3/7/2024,1000079934,4566,4,"412,82"
3910002856,3/7/2024,1000080992,3408,2,"177,91"
3910002857,3/7/2024,1000081634,3399,2,"399,85"
3910002860,3/8/2024,1000059994,5099,5,"1.427,63"
3910002860,3/8/2024,1000059994,5100,3,"670,67"
3910002861,3/8/2024,1000078192,5099,4,"980,87"
3910002862,3/8/2024,1000079009,4567,1,"183,22"
3910002863,3/8/2024,1000080959,3408,3,"213,49"
3910002863,3/8/2024,1000080959,4566,2,"229,35"
3910002863,3/8/2024,1000080959,4567,1,"146,58"
3910002865,3/8/2024,1000082578,5099,5,"1.377,27"
3910002865,3/8/2024,1000082578,5119,5,"1.900,58"
3910002868,3/11/2024,7881,3408,6,"426,98"
3910002869,3/11/2024,42022,3408,1,"88,96"
3910002869,3/11/2024,42022,4566,1,"143,34"
3910002869,3/11/2024,42022,4567,1,"183,22"
3910002870,3/11/2024,1000072466,3408,8,"512,39"
3910002870,3/11/2024,1000072466,4566,1,"103,21"
3910002870,3/11/2024,1000072466,4567,1,"131,91"
3910002871,3/11/2024,1000077876,4566,5,"573,36"
3910002872,3/11/2024,1000081769,4566,15,"1.290,07"
3910002873,3/11/2024,1000081894,4566,15,"1.290,07"
3910002874,3/11/2024,1000081979,5099,6,"1.652,71"
3910002874,3/11/2024,1000081979,5115,3,"1.329,44"
3910002875,3/11/2024,1000082721,4566,15,"1.290,07"
3910002877,3/11/2024,1000082763,4566,6,"688,04"
3910002878,3/11/2024,1000100930,4565,3,"344,02"
3910002878,3/11/2024,1000100930,4566,3,"344,02"
3910002878,3/11/2024,1000100930,4911,6,"471,82"
3910002878,3/11/2024,1000100930,4912,24,"926,02"
3910002879,3/12/2024,1000056822,3408,1,"71,15"
3910002879,3/12/2024,1000056822,4566,4,"458,69"
3910002879,3/12/2024,1000056822,4567,1,"146,58"
3910002879,3/12/2024,1000056822,4911,18,"1.415,51"
3910002880,3/12/2024,1000080912,4565,3,"344,02"
3910002880,3/12/2024,1000080912,4566,2,"229,35"
3910002881,3/12/2024,1000081781,3408,6,"426,98"
3910002881,3/12/2024,1000081781,4911,6,"471,82"
