Num.Fact,Fecha,Id_Cliente,Id_Producto,Bloque_Analitico,Categoria_H,Familia_H,Familia_Potencial,es_commodity,Cod_Postal,Provincia,Unidades,Valores_H,es_devolucion,en_campana,Potencial_EUR,anyo,mes,trimestre,dia_semana,dia_anyo
3831000307,2022-03-31,11609,4567,Commodities,Categoria C1,Familia C1,Anestesia,1,38300.0,Sta.Cruz Tenerife,-2,-276.26,1,0,4546.72,2022,3,1,3,90
3831000312,2022-04-28,1000067138,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,38400.0,Sta.Cruz Tenerife,-5,-256.51,1,0,3410.04,2022,4,2,3,118
3831000313,2022-05-10,42304,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,38639.0,Sta.Cruz Tenerife,0,-440.92,0,0,2223.12,2022,5,2,1,130
3831000313,2022-05-31,42304,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,38639.0,Sta.Cruz Tenerife,0,0.0,0,0,2223.12,2022,5,2,1,151
3831000314,2022-05-13,1000058223,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,38107.0,Sta.Cruz Tenerife,-3,-205.2,1,0,3410.04,2022,5,2,4,133
3831000314,2022-05-13,1000058223,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,38107.0,Sta.Cruz Tenerife,-2,-220.46,1,0,3410.04,2022,5,2,4,133
3831000315,2022-05-17,15196,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,38700.0,Sta.Cruz Tenerife,-2,-185.73,1,0,4546.72,2022,5,2,1,137
3831000315,2022-05-17,15196,4911,Commodities,Categoria C2,Familia C2,Bioseguridad,1,38700.0,Sta.Cruz Tenerife,-3,-272.55,1,0,2223.12,2022,5,2,1,137
3831000316,2022-05-30,1000077065,4567,Commodities,Categoria C1,Familia C1,Anestesia,1,38435.0,Sta.Cruz Tenerife,-1,-172.67,1,0,2223.12,2022,5,2,0,150
3831000317,2022-05-30,27724,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,35004.0,Las Palmas,-1,-137.78,1,0,2223.12,2022,5,2,0,150
3831000322,2022-07-01,25542,4565,Commodities,Categoria C1,Familia C1,Anestesia,1,35004.0,Las Palmas,-11,-909.38,1,0,4546.72,2022,7,3,4,182
3831000327,2022-10-07,1000078634,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,38008.0,Sta.Cruz Tenerife,-2,-171.0,1,0,2223.12,2022,10,4,4,280
3831000335,2023-01-12,7649,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,35007.0,Las Palmas,-5,-551.13,1,0,2223.12,2023,1,1,3,12
3831000335,2023-01-22,7649,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,35007.0,Las Palmas,0,0.0,0,0,2223.12,2023,1,1,6,22
3831000343,2023-02-28,39031,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,38650.0,Sta.Cruz Tenerife,-5,-352.31,1,0,3410.04,2023,2,1,1,59
3831000348,2023-03-10,1000070086,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,35509.0,Las Palmas,-6,-681.25,1,0,3410.04,2023,3,1,4,69
3831000359,2023-07-31,1954,4911,Commodities,Categoria C2,Familia C2,Bioseguridad,1,35500.0,Las Palmas,-12,-755.86,1,0,2223.12,2023,7,3,0,212
3831000362,2023-08-30,1000100089,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,38700.0,Sta.Cruz Tenerife,-7,-369.92,1,0,4546.72,2023,8,3,2,242
3831000362,2023-08-30,1000100089,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,38700.0,Sta.Cruz Tenerife,-7,-596.1,1,0,4546.72,2023,8,3,2,242
3831000362,2023-08-30,1000100089,4567,Commodities,Categoria C1,Familia C1,Anestesia,1,38700.0,Sta.Cruz Tenerife,-3,-320.12,1,0,4546.72,2023,8,3,2,242
3831000366,2023-10-04,1000081873,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,38003.0,Sta.Cruz Tenerife,-6,-681.25,1,0,3410.04,2023,10,4,2,277
3831000374,2023-12-13,1000066475,4911,Commodities,Categoria C2,Familia C2,Bioseguridad,1,38002.0,Sta.Cruz Tenerife,-12,-1133.79,1,0,2223.12,2023,12,4,2,347
3831000375,2023-12-14,1000058783,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,35550.0,Las Palmas,-15,0.0,1,0,2223.12,2023,12,4,3,348
3910002518,2024-01-04,1818,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,35130.0,Las Palmas,4,284.67,0,0,2223.12,2024,1,1,3,4
3910002518,2024-01-04,1818,4565,Commodities,Categoria C1,Familia C1,Anestesia,1,35130.0,Las Palmas,1,114.67,0,0,2223.12,2024,1,1,3,4
3910002518,2024-01-04,1818,4567,Commodities,Categoria C1,Familia C1,Anestesia,1,35130.0,Las Palmas,1,146.58,0,0,2223.12,2024,1,1,3,4
3910002520,2024-01-04,1000080471,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,35100.0,Las Palmas,6,384.3,0,0,2223.12,2024,1,1,3,4
3910002520,2024-01-04,1000080471,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,35100.0,Las Palmas,2,206.42,0,0,2223.12,2024,1,1,3,4
3910002520,2024-01-04,1000080471,4567,Commodities,Categoria C1,Familia C1,Anestesia,1,35100.0,Las Palmas,2,263.82,0,0,2223.12,2024,1,1,3,4
3910002524,2024-01-05,29734,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,38320.0,Sta.Cruz Tenerife,6,688.04,0,0,2223.12,2024,1,1,4,5
3910002525,2024-01-05,33575,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,35019.0,Las Palmas,3,430.02,0,0,3410.04,2024,1,1,4,5
3910002527,2024-01-05,1000074494,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,35625.0,Las Palmas,3,213.49,0,0,2223.12,2024,1,1,4,5
3910002527,2024-01-05,1000074494,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,35625.0,Las Palmas,3,344.02,0,0,2223.12,2024,1,1,4,5
3910002534,2024-01-08,17116,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,38660.0,Sta.Cruz Tenerife,11,587.12,0,0,3410.04,2024,1,1,0,8
3910002534,2024-01-08,17116,4567,Commodities,Categoria C1,Familia C1,Anestesia,1,38660.0,Sta.Cruz Tenerife,4,439.73,0,0,3410.04,2024,1,1,0,8
3910002535,2024-01-08,29747,178,Commodities,Categoria C1,Familia C1,Anestesia,1,38390.0,Sta.Cruz Tenerife,1,111.12,0,0,4546.72,2024,1,1,0,8
3910002535,2024-01-08,29747,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,38390.0,Sta.Cruz Tenerife,4,284.67,0,0,4546.72,2024,1,1,0,8
3910002535,2024-01-08,29747,4567,Commodities,Categoria C1,Familia C1,Anestesia,1,38390.0,Sta.Cruz Tenerife,1,146.58,0,0,4546.72,2024,1,1,0,8
3910002537,2024-01-08,1000071342,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,38007.0,Sta.Cruz Tenerife,2,177.91,0,0,2223.12,2024,1,1,0,8
3910002537,2024-01-08,1000071342,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,38007.0,Sta.Cruz Tenerife,1,143.34,0,0,2223.12,2024,1,1,0,8
3910002538,2024-01-08,1000081356,4567,Commodities,Categoria C1,Familia C1,Anestesia,1,38005.0,Sta.Cruz Tenerife,3,549.66,0,0,3410.04,2024,1,1,0,8
3910002543,2024-01-09,1000078634,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,38008.0,Sta.Cruz Tenerife,3,213.49,0,0,2223.12,2024,1,1,1,9
3910002543,2024-01-09,1000078634,4567,Commodities,Categoria C1,Familia C1,Anestesia,1,38008.0,Sta.Cruz Tenerife,3,439.73,0,0,2223.12,2024,1,1,1,9
3910002544,2024-01-10,27941,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,38001.0,Sta.Cruz Tenerife,4,355.82,0,0,4546.72,2024,1,1,2,10
3910002546,2024-01-10,1000081356,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,38005.0,Sta.Cruz Tenerife,3,430.02,0,0,3410.04,2024,1,1,2,10
3910002547,2024-01-11,41522,178,Commodities,Categoria C1,Familia C1,Anestesia,1,38010.0,Sta.Cruz Tenerife,2,222.25,0,0,2223.12,2024,1,1,3,11
3910002547,2024-01-11,41522,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,38010.0,Sta.Cruz Tenerife,4,458.69,0,0,2223.12,2024,1,1,3,11
3910002550,2024-01-11,1000066257,4565,Commodities,Categoria C1,Familia C1,Anestesia,1,38370.0,Sta.Cruz Tenerife,5,573.36,0,0,2223.12,2024,1,1,3,11
3910002551,2024-01-11,1000066475,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,38002.0,Sta.Cruz Tenerife,3,289.92,0,0,4546.72,2024,1,1,3,11
3910002552,2024-01-11,1000076211,4912,Commodities,Categoria C2,Familia C2,Bioseguridad,1,35012.0,Las Palmas,12,463.02,0,0,1667.34,2024,1,1,3,11
3910002553,2024-01-11,1000077269,4565,Commodities,Categoria C1,Familia C1,Anestesia,1,35011.0,Las Palmas,2,186.61,0,0,2223.12,2024,1,1,3,11
3910002553,2024-01-11,1000077269,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,35011.0,Las Palmas,2,186.61,0,0,2223.12,2024,1,1,3,11
3910002554,2024-01-11,1000078634,4911,Commodities,Categoria C2,Familia C2,Bioseguridad,1,38008.0,Sta.Cruz Tenerife,3,393.19,0,0,1086.44,2024,1,1,3,11
3910002557,2024-01-11,1000081802,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,38360.0,Sta.Cruz Tenerife,1,143.34,0,0,2223.12,2024,1,1,3,11
3910002560,2024-01-12,6360,4912,Commodities,Categoria C2,Familia C2,Bioseguridad,1,35002.0,Las Palmas,12,463.02,0,0,1667.34,2024,1,1,4,12
3910002561,2024-01-12,8177,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,35013.0,Las Palmas,15,800.61,0,0,4546.72,2024,1,1,4,12
3910002561,2024-01-12,8177,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,35013.0,Las Palmas,15,1290.07,0,0,4546.72,2024,1,1,4,12
3910002562,2024-01-12,18765,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,38686.0,Sta.Cruz Tenerife,3,213.49,0,0,2223.12,2024,1,1,4,12
3910002562,2024-01-12,18765,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,38686.0,Sta.Cruz Tenerife,4,458.69,0,0,2223.12,2024,1,1,4,12
3910002563,2024-01-12,21796,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,38760.0,Sta.Cruz Tenerife,4,573.36,0,0,2223.12,2024,1,1,4,12
3910002564,2024-01-12,28992,4912,Commodities,Categoria C2,Familia C2,Bioseguridad,1,38670.0,Sta.Cruz Tenerife,12,463.02,0,0,2223.12,2024,1,1,4,12
3910002566,2024-01-12,1000066316,4565,Commodities,Categoria C1,Familia C1,Anestesia,1,35509.0,Las Palmas,2,186.61,0,0,3410.04,2024,1,1,4,12
3910002566,2024-01-12,1000066316,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,35509.0,Las Palmas,8,746.41,0,0,3410.04,2024,1,1,4,12
3910002567,2024-01-12,1000080912,4565,Commodities,Categoria C1,Familia C1,Anestesia,1,35100.0,Las Palmas,2,229.35,0,0,2223.12,2024,1,1,4,12
3910002567,2024-01-12,1000080912,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,35100.0,Las Palmas,3,344.02,0,0,2223.12,2024,1,1,4,12
3910002569,2024-01-12,1000081769,4911,Commodities,Categoria C2,Familia C2,Bioseguridad,1,35002.0,Las Palmas,6,393.19,0,0,2223.12,2024,1,1,4,12
3910002569,2024-01-12,1000081769,4912,Commodities,Categoria C2,Familia C2,Bioseguridad,1,35002.0,Las Palmas,12,385.84,0,0,2223.12,2024,1,1,4,12
3910002570,2024-01-12,1000082756,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,38687.0,Sta.Cruz Tenerife,15,800.61,0,0,2223.12,2024,1,1,4,12
3910002571,2024-01-12,1000100448,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,38380.0,Sta.Cruz Tenerife,2,177.91,0,0,2223.12,2024,1,1,4,12
3910002571,2024-01-12,1000100448,4565,Commodities,Categoria C1,Familia C1,Anestesia,1,38380.0,Sta.Cruz Tenerife,1,143.34,0,0,2223.12,2024,1,1,4,12
3910002574,2024-01-15,2432,4911,Commodities,Categoria C2,Familia C2,Bioseguridad,1,38007.0,Sta.Cruz Tenerife,3,393.19,0,0,879.2,2024,1,1,0,15
3910002579,2024-01-16,1865,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,35011.0,Las Palmas,1,143.34,0,0,2223.12,2024,1,1,1,16
3910002579,2024-01-16,1865,4567,Commodities,Categoria C1,Familia C1,Anestesia,1,35011.0,Las Palmas,1,183.22,0,0,2223.12,2024,1,1,1,16
3910002580,2024-01-16,8757,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,38003.0,Sta.Cruz Tenerife,5,355.82,0,0,3410.04,2024,1,1,1,16
3910002580,2024-01-16,8757,4567,Commodities,Categoria C1,Familia C1,Anestesia,1,38003.0,Sta.Cruz Tenerife,1,146.58,0,0,3410.04,2024,1,1,1,16
3910002580,2024-01-16,8757,4911,Commodities,Categoria C2,Familia C2,Bioseguridad,1,38003.0,Sta.Cruz Tenerife,12,943.66,0,0,1667.34,2024,1,1,1,16
3910002585,2024-01-16,1000076997,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,35004.0,Las Palmas,3,160.11,0,0,3410.04,2024,1,1,1,16
3910002585,2024-01-16,1000076997,4565,Commodities,Categoria C1,Familia C1,Anestesia,1,35004.0,Las Palmas,6,516.03,0,0,3410.04,2024,1,1,1,16
3910002585,2024-01-16,1000076997,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,35004.0,Las Palmas,6,516.03,0,0,3410.04,2024,1,1,1,16
3910002588,2024-01-16,1000082763,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,38800.0,Sta.Cruz Tenerife,4,458.69,0,0,2223.12,2024,1,1,1,16
3910002588,2024-01-16,1000082763,4567,Commodities,Categoria C1,Familia C1,Anestesia,1,38800.0,Sta.Cruz Tenerife,2,293.15,0,0,2223.12,2024,1,1,1,16
3910002591,2024-01-17,1954,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,35500.0,Las Palmas,6,688.04,0,0,4546.72,2024,1,1,2,17
3910002592,2024-01-17,25081,4911,Commodities,Categoria C2,Familia C2,Bioseguridad,1,38760.0,Sta.Cruz Tenerife,12,786.38,0,0,1667.34,2024,1,1,2,17
3910002593,2024-01-17,1000069873,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,38300.0,Sta.Cruz Tenerife,5,355.82,0,0,3410.04,2024,1,1,2,17
3910002593,2024-01-17,1000069873,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,38300.0,Sta.Cruz Tenerife,1,114.67,0,0,3410.04,2024,1,1,2,17
3910002595,2024-01-17,1000100137,4565,Commodities,Categoria C1,Familia C1,Anestesia,1,35003.0,Las Palmas,6,688.04,0,0,4546.72,2024,1,1,2,17
3910002596,2024-01-17,1000100265,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,35007.0,Las Palmas,6,320.25,0,0,3410.04,2024,1,1,2,17
3910002596,2024-01-17,1000100265,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,35007.0,Las Palmas,9,774.04,0,0,3410.04,2024,1,1,2,17
3910002602,2024-01-18,37627,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,38350.0,Sta.Cruz Tenerife,6,426.98,0,0,2223.12,2024,1,1,3,18
3910002603,2024-01-18,39685,4565,Commodities,Categoria C1,Familia C1,Anestesia,1,38700.0,Sta.Cruz Tenerife,8,917.38,0,0,1802.36,2024,1,1,3,18
3910002604,2024-01-18,1000061342,4565,Commodities,Categoria C1,Familia C1,Anestesia,1,38370.0,Sta.Cruz Tenerife,5,573.36,0,0,1802.36,2024,1,1,3,18
3910002604,2024-01-18,1000061342,4567,Commodities,Categoria C1,Familia C1,Anestesia,1,38370.0,Sta.Cruz Tenerife,1,146.58,0,0,1802.36,2024,1,1,3,18
3910002606,2024-01-18,1000080024,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,38005.0,Sta.Cruz Tenerife,2,286.68,0,0,3410.04,2024,1,1,3,18
3910002607,2024-01-18,1000081149,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,38004.0,Sta.Cruz Tenerife,6,688.04,0,0,9093.44,2024,1,1,3,18
3910002609,2024-01-19,2424,178,Commodities,Categoria C1,Familia C1,Anestesia,1,38700.0,Sta.Cruz Tenerife,5,555.65,0,0,2223.12,2024,1,1,4,19
3910002610,2024-01-19,11609,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,38300.0,Sta.Cruz Tenerife,2,177.91,0,0,4546.72,2024,1,1,4,19
3910002610,2024-01-19,11609,4567,Commodities,Categoria C1,Familia C1,Anestesia,1,38300.0,Sta.Cruz Tenerife,1,183.22,0,0,4546.72,2024,1,1,4,19
3910002614,2024-01-19,1000100513,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,35006.0,Las Palmas,14,1204.06,0,0,4546.72,2024,1,1,4,19
3910002614,2024-01-19,1000100513,4567,Commodities,Categoria C1,Familia C1,Anestesia,1,35006.0,Las Palmas,1,109.93,0,0,4546.72,2024,1,1,4,19
3910002617,2024-01-22,20012,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,38004.0,Sta.Cruz Tenerife,1,88.96,0,0,3410.04,2024,1,1,0,22
3910002617,2024-01-22,20012,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,38004.0,Sta.Cruz Tenerife,2,286.68,0,0,3410.04,2024,1,1,0,22
3910002618,2024-01-22,1000037667,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,35002.0,Las Palmas,10,599.74,0,0,3410.04,2024,1,1,0,22
3910002618,2024-01-22,1000037667,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,35002.0,Las Palmas,10,933.02,0,0,3410.04,2024,1,1,0,22
3910002619,2024-01-22,1000066475,4567,Commodities,Categoria C1,Familia C1,Anestesia,1,38002.0,Sta.Cruz Tenerife,1,122.37,0,0,4546.72,2024,1,1,0,22
3910002621,2024-01-22,1000075662,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,38660.0,Sta.Cruz Tenerife,2,286.68,0,0,4546.72,2024,1,1,0,22
3910002627,2024-01-23,1000062631,3408,Commodities,Categoria C1,Familia C1,Anestesia,1,35109.0,Las Palmas,4,284.67,0,0,2223.12,2024,1,1,1,23
3910002627,2024-01-23,1000062631,4566,Commodities,Categoria C1,Familia C1,Anestesia,1,35109.0,Las Palmas,3,344.02,0,0,2223.12,2024,1,1,1,23
