id_client,provincia,familia,segment_client,share_of_wallet_12m,dies_sense_compra,cicle_habitual_dies,potencial_anual_eur,z_score_retard,tipus_alerta,impacte_recuperable_eur,urgencia,motiu_explicat,score_prioritat
36967,Valencia,Anestesia,en_risc,0.485,55,211.9,3410.04,-1.22,caiguda_share,1757.18,mitja,"Client en_risc de Anestesia (Share 12m: 48%). El seu cicle de compra és de 212 dies. Porta 55 dies sense comprar (-157 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.75718
42733,Córdoba,Anestesia,promiscu,0.502,87,78.1,3410.04,0.17,reposicio_endarrerida,1697.36,mitja,Client promiscu de Anestesia (Share 12m: 50%). El seu cicle de compra és de 78 dies. Porta 87 dies sense comprar (9 dies de coll). ,1.69736
1000082137,Madrid,Bioseguridad,en_risc,0.644,67,123.5,4446.24,-0.6,caiguda_share,1584.06,mitja,"Client en_risc de Bioseguridad (Share 12m: 64%). El seu cicle de compra és de 123 dies. Porta 67 dies sense comprar (-56 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.58406
39038,Ciudad Real,Anestesia,en_risc,0.645,87,34.5,2223.12,3.28,caiguda_share,789.96,alta,"Client en_risc de Anestesia (Share 12m: 64%). El seu cicle de compra és de 34 dies. Porta 87 dies sense comprar (52 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.57992
37655,Ciudad Real,Anestesia,promiscu,0.293,88,53.2,2223.12,0.97,reposicio_endarrerida,1571.35,mitja,Client promiscu de Anestesia (Share 12m: 29%). El seu cicle de compra és de 53 dies. Porta 88 dies sense comprar (35 dies de coll). ,1.5713499999999998
38577,Ciudad Real,Anestesia,en_risc,0.653,87,36.7,2223.12,2.07,caiguda_share,770.65,alta,"Client en_risc de Anestesia (Share 12m: 65%). El seu cicle de compra és de 37 dies. Porta 87 dies sense comprar (50 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.5413
1000100225,Jaén,Anestesia,promiscu,0.317,68,60.1,2223.12,0.14,reposicio_endarrerida,1517.84,mitja,Client promiscu de Anestesia (Share 12m: 32%). El seu cicle de compra és de 60 dies. Porta 68 dies sense comprar (8 dies de coll). ,1.5178399999999999
11154,Zaragoza,Anestesia,en_risc,0.558,48,115.3,3410.04,-1.8,caiguda_share,1507.9,mitja,"Client en_risc de Anestesia (Share 12m: 56%). El seu cicle de compra és de 115 dies. Porta 48 dies sense comprar (-67 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.5079
1000100163,Zaragoza,Anestesia,en_risc,0.33,82,84.3,2223.12,-0.04,caiguda_share,1490.26,mitja,"Client en_risc de Anestesia (Share 12m: 33%). El seu cicle de compra és de 84 dies. Porta 82 dies sense comprar (-2 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.49026
1000079745,Madrid,Anestesia,en_risc,0.564,40,97.7,3410.04,-0.29,caiguda_share,1487.86,mitja,"Client en_risc de Anestesia (Share 12m: 56%). El seu cicle de compra és de 98 dies. Porta 40 dies sense comprar (-58 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.48786
38501,Toledo,Anestesia,promiscu,0.334,81,42.2,2223.12,1.31,reposicio_endarrerida,1480.23,mitja,Client promiscu de Anestesia (Share 12m: 33%). El seu cicle de compra és de 42 dies. Porta 81 dies sense comprar (39 dies de coll). ,1.48023
1000101036,Barcelona,Anestesia,en_risc,0.677,77,87.2,4546.72,-0.25,caiguda_share,1467.73,mitja,"Client en_risc de Anestesia (Share 12m: 68%). El seu cicle de compra és de 87 dies. Porta 77 dies sense comprar (-10 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.46773
41126,Cáceres,Anestesia,en_risc,0.343,47,199.5,2223.12,-1.45,caiguda_share,1461.25,mitja,"Client en_risc de Anestesia (Share 12m: 34%). El seu cicle de compra és de 200 dies. Porta 47 dies sense comprar (-152 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.46125
1000080001,Guadalajara,Anestesia,en_risc,0.345,40,163.0,2223.12,-4.24,caiguda_share,1455.67,mitja,"Client en_risc de Anestesia (Share 12m: 35%). El seu cicle de compra és de 163 dies. Porta 40 dies sense comprar (-123 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.45567
42909,Toledo,Anestesia,promiscu,0.347,84,54.9,2223.12,1.08,reposicio_endarrerida,1452.78,mitja,Client promiscu de Anestesia (Share 12m: 35%). El seu cicle de compra és de 55 dies. Porta 84 dies sense comprar (29 dies de coll). ,1.45278
28215,Madrid,Anestesia,en_risc,0.675,87,48.6,2223.12,1.67,caiguda_share,722.35,alta,"Client en_risc de Anestesia (Share 12m: 68%). El seu cicle de compra és de 49 dies. Porta 87 dies sense comprar (38 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.4447
41644,Zamora,Anestesia,en_risc,0.352,28,163.1,2223.12,-1.59,caiguda_share,1439.62,mitja,"Client en_risc de Anestesia (Share 12m: 35%). El seu cicle de compra és de 163 dies. Porta 28 dies sense comprar (-135 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.43962
29747,Sta.Cruz Tenerife,Anestesia,en_risc,0.685,38,60.9,4546.72,-0.94,caiguda_share,1431.64,mitja,"Client en_risc de Anestesia (Share 12m: 69%). El seu cicle de compra és de 61 dies. Porta 38 dies sense comprar (-23 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.43164
11608,Castellón,Anestesia,en_risc,0.689,19,81.7,4546.72,-2.0,caiguda_share,1414.32,mitja,"Client en_risc de Anestesia (Share 12m: 69%). El seu cicle de compra és de 82 dies. Porta 19 dies sense comprar (-63 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.41432
1000078411,Huelva,Anestesia,en_risc,0.378,54,64.3,2223.12,-0.34,caiguda_share,1381.76,mitja,"Client en_risc de Anestesia (Share 12m: 38%). El seu cicle de compra és de 64 dies. Porta 54 dies sense comprar (-10 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.38176
11388,Madrid,Anestesia,en_risc,0.386,12,432.2,2223.12,-1.23,caiguda_share,1366.08,mitja,"Client en_risc de Anestesia (Share 12m: 39%). El seu cicle de compra és de 432 dies. Porta 12 dies sense comprar (-420 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.36608
31111,Madrid,Anestesia,en_risc,0.6,67,77.9,3410.04,-0.25,caiguda_share,1364.15,mitja,"Client en_risc de Anestesia (Share 12m: 60%). El seu cicle de compra és de 78 dies. Porta 67 dies sense comprar (-11 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.3641500000000002
39452,Toledo,Anestesia,en_risc,0.707,84,33.1,2223.12,3.66,caiguda_share,652.08,alta,"Client en_risc de Anestesia (Share 12m: 71%). El seu cicle de compra és de 33 dies. Porta 84 dies sense comprar (51 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.30416
1000074709,Pontevedra,Anestesia,en_risc,0.62,68,141.1,3410.04,-1.3,caiguda_share,1297.45,mitja,"Client en_risc de Anestesia (Share 12m: 62%). El seu cicle de compra és de 141 dies. Porta 68 dies sense comprar (-73 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.29745
42220,Madrid,Anestesia,en_risc,0.419,77,52.8,2223.12,0.58,caiguda_share,1292.48,mitja,"Client en_risc de Anestesia (Share 12m: 42%). El seu cicle de compra és de 53 dies. Porta 77 dies sense comprar (24 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.29248
42658,Madrid,Anestesia,en_risc,0.432,90,60.7,2223.12,0.95,caiguda_share,1262.28,mitja,"Client en_risc de Anestesia (Share 12m: 43%). El seu cicle de compra és de 61 dies. Porta 90 dies sense comprar (29 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.26228
1000101796,Zaragoza,Anestesia,promiscu,0.631,55,40.8,3410.04,1.1,reposicio_endarrerida,1257.6,mitja,Client promiscu de Anestesia (Share 12m: 63%). El seu cicle de compra és de 41 dies. Porta 55 dies sense comprar (14 dies de coll). ,1.2575999999999998
39949,Huelva,Anestesia,promiscu,0.444,76,61.7,2223.12,0.4,reposicio_endarrerida,1236.57,mitja,Client promiscu de Anestesia (Share 12m: 44%). El seu cicle de compra és de 62 dies. Porta 76 dies sense comprar (14 dies de coll). ,1.23657
1000076681,Sevilla,Anestesia,promiscu,0.642,87,77.7,3410.04,0.14,reposicio_endarrerida,1221.2,mitja,Client promiscu de Anestesia (Share 12m: 64%). El seu cicle de compra és de 78 dies. Porta 87 dies sense comprar (9 dies de coll). ,1.2212
1000100493,Asturias,Anestesia,en_risc,0.451,89,87.8,2223.12,0.02,caiguda_share,1220.58,mitja,"Client en_risc de Anestesia (Share 12m: 45%). El seu cicle de compra és de 88 dies. Porta 89 dies sense comprar (1 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.22058
42347,Málaga,Anestesia,en_risc,0.457,55,64.8,2223.12,-0.24,caiguda_share,1207.09,mitja,"Client en_risc de Anestesia (Share 12m: 46%). El seu cicle de compra és de 65 dies. Porta 55 dies sense comprar (-10 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.20709
2148,Pontevedra,Anestesia,en_risc,0.867,52,56.5,9093.44,-0.18,caiguda_share,1205.95,mitja,"Client en_risc de Anestesia (Share 12m: 87%). El seu cicle de compra és de 57 dies. Porta 52 dies sense comprar (-5 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.20595
42031,Toledo,Anestesia,en_risc,0.468,87,54.3,2223.12,0.94,caiguda_share,1182.21,mitja,"Client en_risc de Anestesia (Share 12m: 47%). El seu cicle de compra és de 54 dies. Porta 87 dies sense comprar (33 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.18221
41906,Ciudad Real,Bioseguridad,en_risc,0.294,84,68.3,1667.34,0.23,caiguda_share,1177.85,mitja,"Client en_risc de Bioseguridad (Share 12m: 29%). El seu cicle de compra és de 68 dies. Porta 84 dies sense comprar (16 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.1778499999999998
28399,Sta.Cruz Tenerife,Anestesia,en_risc,0.481,27,214.7,2223.12,-1.69,caiguda_share,1154.83,mitja,"Client en_risc de Anestesia (Share 12m: 48%). El seu cicle de compra és de 215 dies. Porta 27 dies sense comprar (-188 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.15483
43150,Madrid,Anestesia,en_risc,0.369,60,50.0,1802.36,0.79,caiguda_share,1137.95,mitja,"Client en_risc de Anestesia (Share 12m: 37%). El seu cicle de compra és de 50 dies. Porta 60 dies sense comprar (10 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.13795
11130,Zaragoza,Anestesia,en_risc,0.668,32,89.0,3410.04,-1.67,caiguda_share,1130.43,mitja,"Client en_risc de Anestesia (Share 12m: 67%). El seu cicle de compra és de 89 dies. Porta 32 dies sense comprar (-57 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.13043
6225,Madrid,Anestesia,en_risc,0.676,52,67.0,3410.04,-0.46,caiguda_share,1104.78,mitja,"Client en_risc de Anestesia (Share 12m: 68%). El seu cicle de compra és de 67 dies. Porta 52 dies sense comprar (-15 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.1047799999999999
1000077509,Madrid,Bioseguridad,promiscu,0.364,90,52.0,1667.34,1.49,reposicio_endarrerida,1059.75,mitja,Client promiscu de Bioseguridad (Share 12m: 36%). El seu cicle de compra és de 52 dies. Porta 90 dies sense comprar (38 dies de coll). ,1.05975
1000067950,Baleares,Anestesia,en_risc,0.815,48,76.7,5683.4,-1.09,caiguda_share,1050.35,mitja,"Client en_risc de Anestesia (Share 12m: 82%). El seu cicle de compra és de 77 dies. Porta 48 dies sense comprar (-29 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.05035
40294,Toledo,Bioseguridad,en_risc,0.373,87,74.0,1667.34,0.23,caiguda_share,1045.56,mitja,"Client en_risc de Bioseguridad (Share 12m: 37%). El seu cicle de compra és de 74 dies. Porta 87 dies sense comprar (13 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.04556
1000082742,Sta.Cruz Tenerife,Anestesia,en_risc,0.849,38,77.8,6820.08,-0.53,caiguda_share,1028.4,mitja,"Client en_risc de Anestesia (Share 12m: 85%). El seu cicle de compra és de 78 dies. Porta 38 dies sense comprar (-40 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.0284
1000101545,Madrid,Bioseguridad,promiscu,0.538,83,70.5,2223.12,0.65,reposicio_endarrerida,1026.79,mitja,Client promiscu de Bioseguridad (Share 12m: 54%). El seu cicle de compra és de 70 dies. Porta 83 dies sense comprar (12 dies de coll). ,1.0267899999999999
1000100519,Madrid,Anestesia,promiscu,0.54,77,49.5,2223.12,1.24,reposicio_endarrerida,1022.2,mitja,Client promiscu de Anestesia (Share 12m: 54%). El seu cicle de compra és de 50 dies. Porta 77 dies sense comprar (28 dies de coll). ,1.0222
1000101912,Guadalajara,Anestesia,en_risc,0.548,82,88.0,2223.12,-0.09,caiguda_share,1004.06,mitja,"Client en_risc de Anestesia (Share 12m: 55%). El seu cicle de compra és de 88 dies. Porta 82 dies sense comprar (-6 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",1.00406
41173,Cádiz,Anestesia,en_risc,0.712,42,82.9,3410.04,-0.98,caiguda_share,983.42,mitja,"Client en_risc de Anestesia (Share 12m: 71%). El seu cicle de compra és de 83 dies. Porta 42 dies sense comprar (-41 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.98342
2680,Madrid,Anestesia,en_risc,0.559,27,117.5,2223.12,-2.1,caiguda_share,979.5,mitja,"Client en_risc de Anestesia (Share 12m: 56%). El seu cicle de compra és de 117 dies. Porta 27 dies sense comprar (-90 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.9795
31252,Sevilla,Bioseguridad,en_risc,0.715,73,99.6,3334.68,-0.56,caiguda_share,949.54,mitja,"Client en_risc de Bioseguridad (Share 12m: 72%). El seu cicle de compra és de 100 dies. Porta 73 dies sense comprar (-27 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.9495399999999999
1000071342,Sta.Cruz Tenerife,Anestesia,en_risc,0.584,89,105.8,2223.12,-0.34,caiguda_share,924.01,mitja,"Client en_risc de Anestesia (Share 12m: 58%). El seu cicle de compra és de 106 dies. Porta 89 dies sense comprar (-17 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.92401
5853,Zaragoza,Anestesia,en_risc,0.738,48,118.9,3410.04,-0.52,caiguda_share,894.42,mitja,"Client en_risc de Anestesia (Share 12m: 74%). El seu cicle de compra és de 119 dies. Porta 48 dies sense comprar (-71 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.89442
1000100518,Madrid,Anestesia,en_risc,0.607,46,90.4,2223.12,-0.87,caiguda_share,872.95,mitja,"Client en_risc de Anestesia (Share 12m: 61%). El seu cicle de compra és de 90 dies. Porta 46 dies sense comprar (-44 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.87295
37656,Toledo,Bioseguridad,en_risc,0.599,87,42.1,1086.44,1.68,caiguda_share,435.94,alta,"Client en_risc de Bioseguridad (Share 12m: 60%). El seu cicle de compra és de 42 dies. Porta 87 dies sense comprar (45 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.87188
1000081979,Las Palmas,Anestesia,en_risc,0.745,59,84.4,3410.04,-0.68,caiguda_share,870.21,mitja,"Client en_risc de Anestesia (Share 12m: 74%). El seu cicle de compra és de 84 dies. Porta 59 dies sense comprar (-25 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.87021
11577,Sta.Cruz Tenerife,Anestesia,en_risc,0.745,11,104.3,3410.04,-1.31,caiguda_share,868.61,mitja,"Client en_risc de Anestesia (Share 12m: 75%). El seu cicle de compra és de 104 dies. Porta 11 dies sense comprar (-93 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.86861
38978,Madrid,Anestesia,en_risc,0.877,25,20.7,6820.08,0.23,caiguda_share,837.13,mitja,"Client en_risc de Anestesia (Share 12m: 88%). El seu cicle de compra és de 21 dies. Porta 25 dies sense comprar (4 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.83713
38612,Córdoba,Anestesia,en_risc,0.627,27,70.9,2223.12,-1.27,caiguda_share,829.29,mitja,"Client en_risc de Anestesia (Share 12m: 63%). El seu cicle de compra és de 71 dies. Porta 27 dies sense comprar (-44 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.82929
1000065616,Cuenca,Anestesia,en_risc,0.631,26,356.0,2223.12,-1.64,caiguda_share,819.82,mitja,"Client en_risc de Anestesia (Share 12m: 63%). El seu cicle de compra és de 356 dies. Porta 26 dies sense comprar (-330 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.8198200000000001
3346,Málaga,Anestesia,en_risc,0.651,68,299.2,2223.12,-1.49,caiguda_share,774.76,mitja,"Client en_risc de Anestesia (Share 12m: 65%). El seu cicle de compra és de 299 dies. Porta 68 dies sense comprar (-231 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.77476
16831,Madrid,Anestesia,en_risc,0.66,40,277.2,2223.12,-1.36,caiguda_share,755.64,mitja,"Client en_risc de Anestesia (Share 12m: 66%). El seu cicle de compra és de 277 dies. Porta 40 dies sense comprar (-237 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.75564
